fs2-core,357192,383475504
fs2-core,424702,383437728
fs2-core,195183,383638088
fs2-core,142606,383499560
Java StdLib,213593,354066568
Java StdLib,166775,355070520
Java StdLib,87864,359993592
Java StdLib,213306,354496360
Java StdLib,188895,355150688
Java StdLib,192185,354603288
Java StdLib,186585,354325016
Java StdLib,211391,354260504
Java StdLib,181592,354546568
Java StdLib,212290,354623992
Scala StdLib,123509,383509888
Scala StdLib,121898,383326160
Scala StdLib,125882,383584000
Scala StdLib,123904,383361872
Scala StdLib,125303,383455416
Scala StdLib,131097,383419776
Scala StdLib,121391,383375088
Scala StdLib,127102,383363784
Scala StdLib,126189,383673768
Scala StdLib,124000,383457008
Akka Streams,233701,388327312
Akka Streams,233396,383561696
Akka Streams,234282,386197208
Akka Streams,233477,388517640
Akka Streams,232207,383772384
Akka Streams,232097,383896208
Akka Streams,231601,383981704
Akka Streams,235914,383763336
Akka Streams,230903,383854496
Akka Streams,232686,383846480
better-files,125991,382835144
better-files,124203,383290376
better-files,129397,383486432
better-files,122713,383649184
better-files,127189,383414368
better-files,125293,383645072
better-files,119487,383336520
better-files,142704,383256576
better-files,123494,383548184
better-files,125577,383167136
fs2-io,751877,383435528
fs2-io,842063,383538736
fs2-io,772804,383571800
fs2-io,761706,383641912
fs2-io,785000,383553520
fs2-io,642597,383626272
fs2-io,746601,383563728
fs2-io,842893,383377760
fs2-io,754389,383673136
fs2-io,839195,383735848
Scala StdLib,121416,383350224
Scala StdLib,125789,383367120
Scala StdLib,124975,383316416
Scala StdLib,127007,383348384
Scala StdLib,123309,383469024
Scala StdLib,124605,383313376
Scala StdLib,126919,383934280
Scala StdLib,124416,383630888
Scala StdLib,124489,383307592
Scala StdLib,122484,383592672
fs2-core,142808,383368968
fs2-core,143383,383333584
fs2-core,140294,383460248
fs2-core,139987,383494520
fs2-core,139400,383398720
fs2-core,144213,383331792
fs2-core,146592,383513112
fs2-core,141712,383392560
fs2-core,145905,383471648
fs2-core,150989,383375056
better-files,123386,383460504
better-files,125006,383563176
better-files,121706,383387392
better-files,119784,383506704
better-files,125211,383257408
better-files,127492,383486768
better-files,125090,383538080
better-files,125601,382305696
better-files,119916,383407752
better-files,125496,382311200
Akka Streams,234285,385601552
Akka Streams,243094,386907880
Akka Streams,233708,389073560
Akka Streams,231291,383655312
Akka Streams,227798,386829424
Akka Streams,230810,384237920
Akka Streams,229783,383900672
Akka Streams,231110,384614648
Akka Streams,233713,383922432
Akka Streams,235100,388009848
Java StdLib,192778,354909440
Java StdLib,178312,354535648
Java StdLib,127443,357427040
Java StdLib,152937,358067352
Java StdLib,186406,354571336
Java StdLib,183688,354411080
Java StdLib,214022,354447288
Java StdLib,188692,354455832
Java StdLib,210213,354435592
Java StdLib,212021,354466552
better-files,124297,383391624
better-files,122018,383363456
better-files,125280,383712600
better-files,124506,383514008
better-files,127792,383362464
better-files,122712,383391112
better-files,124284,383350184
better-files,132718,383260312
better-files,121496,383636336
better-files,122394,383266952
fs2-io,761106,383507296
fs2-io,755100,383512656
fs2-io,756592,383527304
fs2-io,761721,383792384
fs2-io,745189,383648336
fs2-io,750878,383511952
fs2-io,770087,383710064
fs2-io,781684,383696368
fs2-io,749791,383637664
fs2-io,757904,383641872
Java StdLib,191095,354474880
Java StdLib,191624,354484488
Java StdLib,209610,354579992
Java StdLib,164624,355568496
Java StdLib,90740,359694824
Java StdLib,187412,354529784
Java StdLib,188211,354329064
Java StdLib,211409,354686296
Java StdLib,188992,354274520
Java StdLib,211014,354879664
Akka Streams,232881,383719792
Akka Streams,231710,384082376
Akka Streams,231396,383852008
Akka Streams,230888,383614664
Akka Streams,234615,383651584
Akka Streams,235002,386479872
Akka Streams,231787,389526344
Akka Streams,233901,383667384
Akka Streams,228917,383741008
Akka Streams,232598,384556368
Scala StdLib,120983,383355632
Scala StdLib,128995,382373144
Scala StdLib,125197,383436256
Scala StdLib,123496,383584808
Scala StdLib,119286,383256032
Scala StdLib,127094,383348144
Scala StdLib,124822,383288216
Scala StdLib,125493,383418184
Scala StdLib,125195,383395296
Scala StdLib,124495,383557192
fs2-core,140888,383572624
fs2-core,145392,383366328
fs2-core,154408,383657920
fs2-core,143691,383539824
fs2-core,139693,383740744
fs2-core,145499,383389704
fs2-core,140683,383364728
fs2-core,140903,383693208
fs2-core,143306,383529904
fs2-core,141683,383388128
Scala StdLib,125675,383325048
Scala StdLib,125199,383356536
Scala StdLib,127512,383518176
Scala StdLib,125199,383452864
Scala StdLib,124795,383565232
Scala StdLib,124298,383318696
Scala StdLib,127498,383643944
Scala StdLib,125687,383434416
Scala StdLib,126898,383411936
Scala StdLib,127133,383489488
fs2-io,773399,383658328
fs2-io,645512,383566256
fs2-io,778397,383555032
fs2-io,771390,383504872
fs2-io,766580,383621432
fs2-io,750304,383610784
fs2-io,759187,383544168
fs2-io,763896,383549248
fs2-io,846404,383695016
fs2-io,785272,383690952
Akka Streams,235085,383635296
Akka Streams,236495,383484856
Akka Streams,233901,383524952
Akka Streams,234220,383403680
Akka Streams,231909,386935408
Akka Streams,230501,388983048
Akka Streams,230087,388364680
Akka Streams,236888,384540624
Akka Streams,243427,391130696
Akka Streams,234988,383500336
Java StdLib,215693,354517496
Java StdLib,193099,354224992
Java StdLib,192303,354514544
Java StdLib,220704,354291528
Java StdLib,191611,354945936
Java StdLib,191421,354430456
Java StdLib,189205,354126688
Java StdLib,211286,354164224
Java StdLib,79215,282340192
Java StdLib,188759,354292232
better-files,124403,383389816
better-files,126404,383674752
better-files,125193,382961560
better-files,124902,382769032
better-files,121086,383543568
better-files,121487,383460984
better-files,127097,383656832
better-files,125288,383563880
better-files,123601,383355056
better-files,124598,383502720
fs2-core,140596,383361304
fs2-core,151010,383575800
fs2-core,138085,383588088
fs2-core,141913,383629760
fs2-core,133500,383436808
fs2-core,143599,383726368
fs2-core,137201,383362752
fs2-core,143893,383396712
fs2-core,140684,383611760
fs2-core,142292,383500096
Java StdLib,195397,354472200
Java StdLib,191309,354119912
Java StdLib,216293,355077008
Java StdLib,192793,354368984
Java StdLib,193009,354914856
Java StdLib,211085,354168096
Java StdLib,186028,354349592
Java StdLib,181679,354311424
Java StdLib,192902,355623016
Java StdLib,182820,354550024
fs2-core,143108,383561096
fs2-core,148499,383718392
fs2-core,148388,385038416
fs2-core,154314,383352080
fs2-core,145105,383736384
fs2-core,145297,383614048
fs2-core,143495,383471392
fs2-core,104095,383495968
fs2-core,66654,383477384
fs2-core,140376,383488616
better-files,125104,382974744
better-files,125204,383327008
better-files,123702,383468712
better-files,124090,383358384
better-files,122399,383506344
better-files,125512,383449136
better-files,128583,383408960
better-files,126196,383277264
better-files,120787,383518616
better-files,133394,383714464
fs2-io,772195,383622736
fs2-io,767102,383429760
fs2-io,759222,383550752
fs2-io,778401,383769656
fs2-io,771791,383613976
fs2-io,763990,383670168
fs2-io,768185,383622008
fs2-io,727090,383588536
fs2-io,840392,383529240
fs2-io,752096,383625720
Scala StdLib,124009,383684216
Scala StdLib,128486,383527136
Scala StdLib,123495,383512192
Scala StdLib,128088,382568192
Scala StdLib,127697,383407512
Scala StdLib,124697,383363008
Scala StdLib,125089,383389512
Scala StdLib,121310,383530984
Scala StdLib,127715,383397720
Scala StdLib,120603,382469176
Akka Streams,229807,385197944
Akka Streams,235398,383730680
Akka Streams,228300,390935272
Akka Streams,232108,383726632
Akka Streams,231322,385098960
Akka Streams,230591,383579504
Akka Streams,231094,384824480
Akka Streams,235708,385373024
Akka Streams,236618,383882512
Akka Streams,236914,383891800
fs2-core,142693,383590728
fs2-core,141503,383724104
fs2-core,146592,383269480
fs2-core,92101,383593312
fs2-core,67438,383562016
fs2-core,144087,383731960
fs2-core,140296,383450784
fs2-core,141314,383630648
fs2-core,150098,383442744
fs2-core,143596,383552416
fs2-io,758897,383758976
fs2-io,854283,383629544
fs2-io,765387,383704080
fs2-io,757714,383496024
fs2-io,781522,383597360
fs2-io,749090,383611768
fs2-io,774294,383646992
fs2-io,773804,384011688
fs2-io,764999,383622896
fs2-io,767914,383572248
better-files,124807,383280808
better-files,121093,383414112
better-files,125391,383457584
better-files,124516,383462512
better-files,128692,383548192
better-files,119101,383522696
better-files,124813,383241008
better-files,125013,383313056
better-files,123782,383491096
better-files,127814,383294456
Akka Streams,230904,383706672
Akka Streams,233191,387466808
Akka Streams,230194,392747328
Akka Streams,227707,383872320
Akka Streams,236721,383483056
Akka Streams,233311,383750128
Akka Streams,231080,383706808
Akka Streams,232695,383870040
Akka Streams,234392,383814080
Akka Streams,230487,388178248
Scala StdLib,125495,383559080
Scala StdLib,134032,383434232
Scala StdLib,122207,383333160
Scala StdLib,123783,383439432
Scala StdLib,126101,383094464
Scala StdLib,117082,383428008
Scala StdLib,121794,383200072
Scala StdLib,106424,383474776
Scala StdLib,47377,383246648
Scala StdLib,102997,383292120
Java StdLib,213690,354589912
Java StdLib,186200,354534968
Java StdLib,196516,354644568
Java StdLib,185736,354599416
Java StdLib,192403,354325016
Java StdLib,211296,354450048
Java StdLib,193207,354594080
Java StdLib,185333,354574888
Java StdLib,218915,354572896
Java StdLib,193411,354807072
fs2-io,762225,383565184
fs2-io,764102,383517872
fs2-io,702383,383626936
fs2-io,763466,383553616
fs2-io,746591,383462904
fs2-io,767472,383364048
fs2-io,853576,383729416
fs2-io,852593,383427736
fs2-io,752416,384169096
fs2-io,795996,383962648
fs2-core,144989,383422336
fs2-core,147390,383468304
fs2-core,144306,383354920
fs2-core,137894,383324168
fs2-core,138707,383307856
fs2-core,139881,383522712
fs2-core,150704,383554904
fs2-core,139992,383372064
fs2-core,118258,383690296
fs2-core,54010,383616176
Java StdLib,212060,354872872
Java StdLib,187691,354624040
Java StdLib,177997,354711936
Java StdLib,211711,354316632
Java StdLib,213628,354630920
Java StdLib,211999,354475312
Java StdLib,210404,354861160
Java StdLib,212376,354409728
Java StdLib,192423,354335976
Java StdLib,186381,354670928
Scala StdLib,127290,383416280
Scala StdLib,127110,383217832
Scala StdLib,124226,383313152
Scala StdLib,126285,382944736
Scala StdLib,122515,383437024
Scala StdLib,121302,383330928
Scala StdLib,125390,383467064
Scala StdLib,126515,383365800
Scala StdLib,122578,383482096
Scala StdLib,123215,384136888
Akka Streams,230895,383815168
Akka Streams,243675,383937720
Akka Streams,233596,384396088
Akka Streams,236504,388204392
Akka Streams,237294,383545944
Akka Streams,234793,389856944
Akka Streams,232308,383812648
Akka Streams,227595,385578608
Akka Streams,231196,383530688
Akka Streams,244890,386583456
better-files,125392,383409992
better-files,125783,383552280
better-files,118989,382351240
better-files,123309,383457640
better-files,124005,383429352
better-files,127078,383485848
better-files,125196,383620880
better-files,122892,382785696
better-files,131598,383600032
better-files,125801,383527688
fs2-core,145507,383583144
fs2-core,141302,383387896
fs2-core,142482,383670032
fs2-core,140710,383807312
fs2-core,141377,383499960
fs2-core,136021,383604512
fs2-core,105405,383608664
fs2-core,55831,383334120
fs2-core,139207,383579680
fs2-core,139407,383503576
fs2-io,780294,383720240
fs2-io,850192,383600776
fs2-io,748492,383987104
fs2-io,755900,383480432
fs2-io,755712,383638024
fs2-io,767882,383555944
fs2-io,753293,383729120
fs2-io,760013,383558056
fs2-io,757798,383816232
fs2-io,791883,383526848
Java StdLib,212277,354827568
Java StdLib,213978,354392656
Java StdLib,188107,354738088
Java StdLib,215016,354441760
Java StdLib,215419,354263544
Java StdLib,189987,354856192
Java StdLib,185908,354893360
Java StdLib,188574,354299768
Java StdLib,182796,354832952
Java StdLib,190325,354188800
better-files,122916,382287896
better-files,126805,383479640
better-files,120901,383559712
better-files,118400,383126752
better-files,123584,383314704
better-files,125594,383327040
better-files,122076,383191248
better-files,125596,383470416
better-files,121093,383350240
better-files,106194,383352872
Akka Streams,130360,383812144
Akka Streams,229604,383539992
Akka Streams,229219,388127736
Akka Streams,225300,385613088
Akka Streams,235008,384759912
Akka Streams,231087,383694568
Akka Streams,233211,383480040
Akka Streams,237804,388349336
Akka Streams,233077,383985464
Akka Streams,232783,391403536
Scala StdLib,125501,383286144
Scala StdLib,126486,383360584
Scala StdLib,125207,383464040
Scala StdLib,127098,383623960
Scala StdLib,126919,383499848
Scala StdLib,124490,382927800
Scala StdLib,116906,383540520
Scala StdLib,123114,383477184
Scala StdLib,123297,383329080
Scala StdLib,132003,383481272
