Java StdLib,77561,335064216
Java StdLib,76432,332000144
Java StdLib,80591,338046880
Java StdLib,76091,335400848
Java StdLib,76912,334217120
Java StdLib,78275,334870360
Java StdLib,76615,333616048
Java StdLib,71817,330442552
Java StdLib,75544,332527976
Java StdLib,72162,330174416
Scala StdLib,38246,997505952
Scala StdLib,36781,953760672
Scala StdLib,36553,949975136
Scala StdLib,37688,951278480
Scala StdLib,37193,950782952
Scala StdLib,36675,950010248
Scala StdLib,37741,950516832
Scala StdLib,36558,947702952
Scala StdLib,36093,947735440
Scala StdLib,36052,950450464
fs2-core,43526,965007640
fs2-core,41216,961652504
fs2-core,40305,957831456
fs2-core,42367,962492232
fs2-core,43007,963163592
fs2-core,41945,959237840
fs2-core,40518,958718752
fs2-core,41130,1470213608
fs2-core,42021,955711552
fs2-core,39640,957769112
better-files,35862,949258552
better-files,36733,947849432
better-files,37134,949653480
better-files,36035,947743496
better-files,37676,950408256
better-files,39799,949041176
better-files,39399,945942792
better-files,38739,954798936
better-files,37162,951161128
better-files,40061,953346656
Akka Streams,57579,1503960760
Akka Streams,56966,1503944448
Akka Streams,56632,1533957024
Akka Streams,55415,1502721280
Akka Streams,52559,1501149416
Akka Streams,55490,1505419704
Akka Streams,56120,1505601312
Akka Streams,52417,1499566936
Akka Streams,54690,1502342664
Akka Streams,56287,1503098048
fs2-io,90298,714402120
fs2-io,88649,716636384
fs2-io,87466,711930264
fs2-io,88164,710427032
fs2-io,90358,720330864
fs2-io,88895,712427024
fs2-io,88060,707150328
fs2-io,89094,721967032
fs2-io,88560,713799408
fs2-io,89413,715765952
Akka Streams,56440,1502362064
Akka Streams,57345,1504760576
Akka Streams,53133,1501451120
Akka Streams,53684,1498812616
Akka Streams,53546,1500222344
Akka Streams,55570,1501869896
Akka Streams,57046,1505498552
Akka Streams,56179,1504285088
Akka Streams,52892,1531203952
Akka Streams,56582,1505320752
fs2-core,40061,957618296
fs2-core,39772,957758896
fs2-core,42502,964017528
fs2-core,39660,958958960
fs2-core,41324,960869488
fs2-core,42074,959455472
fs2-core,40925,958609024
fs2-core,39931,959162488
fs2-core,40627,957286184
fs2-core,39518,957635744
fs2-io,88456,713291008
fs2-io,87904,712361112
fs2-io,88652,717545256
fs2-io,87950,717328768
fs2-io,88051,716484648
fs2-io,88462,714445528
fs2-io,88788,714605168
fs2-io,88898,713529616
fs2-io,88230,713714440
fs2-io,86792,711499440
Java StdLib,77836,334526312
Java StdLib,78271,336588688
Java StdLib,77024,335843760
Java StdLib,77844,333957512
Java StdLib,77814,334201712
Java StdLib,71615,329441168
Java StdLib,78642,336430888
Java StdLib,77518,336267128
Java StdLib,78065,334237784
Java StdLib,76142,330760624
better-files,36745,947870424
better-files,35563,946295784
better-files,37305,950625704
better-files,37745,951350080
better-files,36220,947796232
better-files,37583,953542016
better-files,37465,949204400
better-files,35577,947887632
better-files,36165,950315224
better-files,36283,949259720
Scala StdLib,37515,949873248
Scala StdLib,36181,950336944
Scala StdLib,37669,949798576
Scala StdLib,36947,950574512
Scala StdLib,37247,949497336
Scala StdLib,37075,950570432
Scala StdLib,36444,949501344
Scala StdLib,36799,950516848
Scala StdLib,36491,947841104
Scala StdLib,36766,949284480
fs2-io,88120,717168288
fs2-io,88555,717314112
fs2-io,88483,712457400
fs2-io,87214,718868960
fs2-io,89127,714250320
fs2-io,88460,713477384
fs2-io,89034,712944840
fs2-io,89216,712218520
fs2-io,88469,715151440
fs2-io,88840,713824920
